989489610,10224712
989489610,2252942868
989489610,430543248
989489610,57485334
989489610,9323762
989489610,90877703
989489610,13251382
989489610,228003330
989489610,6073472
989489610,342934885
989489610,28136386
989489610,30923
989489610,3034250186
989489610,25957130
989489610,204123892
989489610,2761214029
989489610,49327996
989489610,164398458
989489610,1586645468
989489610,113309454
989489610,164217471
989489610,869145636
989489610,22732488
989489610,18205202
989489610,150185852
989489610,423065127
989489610,19044984
989489610,17017396
989489610,15216088
989489610,48381760
989489610,3180093973
989489610,2147798785
989489610,1372355845
989489610,331189079
989489610,76561387
989489610,53205685
989489610,87973537
989489610,434959322
989489610,372480639
989489610,33055947
989489610,2586997621
989489610,81697807
989489610,63882806
989489610,3037040930
989489610,533539874
989489610,15977209
989489610,403070695
989489610,1022008639
989489610,5848122
989489610,536965103
989489610,73774650
989489610,81129050
989489610,102226744
989489610,2877049432
989489610,15211564
989489610,277019419
989489610,2977389652
989489610,167418153
989489610,17459118
989489610,33346676
989489610,46440718
989489610,211269710
989489610,14070439
989489610,820702
989489610,2732562482
989489610,1862469924
989489610,14486697
989489610,24396043
989489610,40684667
989489610,261034930
989489610,18858270
989489610,257331616
989489610,82266082
989489610,15583376
989489610,14473548
989489610,490923391
989489610,1430201132
989489610,19379322
989489610,100347950
989489610,478206458
989489610,15153534
989489610,126122693
989489610,9213492
989489610,1345574083
989489610,17056418
989489610,63491838
989489610,96419510
989489610,2705321
989489610,57442248
989489610,198873588
989489610,45700736
989489610,14162967
989489610,52179618
989489610,57502401
989489610,37235598
989489610,17264476
989489610,28325059
989489610,67866171
989489610,2542992764
989489610,15114106
989489610,40545671
989489610,25103
989489610,27546319
989489610,21808332
989489610,7698
989489610,962394086
989489610,173630577
989489610,121656414
989489610,6603532
989489610,10695352
989489610,52061552
989489610,769254
989489610,1747381
989489610,12200482
989489610,15845390
989489610,50192685
989489610,11352392
989489610,116988614
989489610,8285392
989489610,429567341
989489610,17493187
989489610,2451739231
989489610,282705587
989489610,15663547
989489610,18919061
989489610,6667592
989489610,606105909
989489610,10460032
989489610,55071394
989489610,14146300
989489610,9980812
989489610,19157755
989489610,155614338
989489610,13368452
989489610,1686323288
989489610,10179552
989489610,12027042
989489610,36588310
989489610,13826102
989489610,15400815
989489610,61166763
989489610,37975275
989489610,13597382
989489610,10809412
989489610,809642
989489610,774757
989489610,27921943
989489610,47494539
989489610,28828401
989489610,71152028
989489610,4423901
989489610,16581849
989489610,27395690
989489610,17066597
989489610,20719205
989489610,113897898
989489610,293815131
989489610,103914540
989489610,9044882
989489610,1605
989489610,15113373
989489610,822302706
989489610,815031
989489610,774300
989489610,212702867
989489610,7624272
989489610,128382582
989489610,2379441
989489610,16160760
989489610,94860262
989489610,7160752
989489610,19395453
989489610,16244082
989489610,15058658
989489610,496607065
989489610,803694
989489610,20454964
989489610,21392407
989489610,10720412
989489610,1957401379
989489610,774356490
989489610,265817210
989489610,5750612
989489610,294127712
989489610,14137255
989489610,14309166
989489610,16402446
989489610,10051
989489610,23650964
989489610,14135007
989489610,6656012
989489610,14110752
989489610,13027552
989489610,399412477
989489610,9989082
989489610,18496432
989489610,16038968
989489610,21268655
989489610,22455722
989489610,123440561
989489610,175624200
989489610,10483202
989489610,15258270
989489610,146363
989489610,115494880
989489610,15988857
989489610,852041
989489610,426067300
989489610,42080283
989489610,15876545
989489610,14683355
989489610,14199207
989489610,9580822
989489610,1543828177
989489610,41723062
989489610,80111051
989489610,16806840
989489610,66866504
989489610,247943631
989489610,131024592
989489610,637533
989489610,16217711
989489610,14435433
989489610,15749737
989489610,316287871
989489610,428766654
989489610,703973
989489610,17241581
989489610,17773446
989489610,36994785
989489610,9898542
989489610,1093498753
989489610,16407251
989489610,464493
989489610,227194813
989489610,520685404
989489610,14070968
989489610,255617445
989489610,9203182
989489610,260318503
989489610,271516623
989489610,102487395
989489610,48485024
989489610,15055314
989489610,1949724690
989489610,18275645
989489610,8959562
989489610,115774627
989489610,16302770
989489610,362212206
989489610,19135093
989489610,33580136
989489610,22161438
989489610,28481385
989489610,9891642
989489610,1744031
989489610,19556080
989489610,759566131
989489610,38939335
989489610,765548
989489610,90388829
989489610,650013
989489610,5935792
989489610,699263
989489610,197263266
989489610,122053508
989489610,95552263
989489610,10984712
989489610,180200031
989489610,24945605
989489610,15948437
989489610,15754568
989489610,9128522
989489610,9768582
989489610,34589728
989489610,29294520
989489610,226976689
989489610,14473864
989489610,271605782
989489610,14887150
989489610,4939401
989489610,14136460
989489610,268974242
989489610,24257941
989489610,15973037
989489610,106935057
989489610,78709019
989489610,162124540
989489610,14111613
989489610,11806222
989489610,18713
989489610,73469605
989489610,126226388
989489610,15814658
989489610,14385720
989489610,7773582
989489610,235129029
989489610,12229772
989489610,17428767
989489610,28427288
989489610,14136753
989489610,24254084
989489610,15059553
989489610,995589276
989489610,28203
989489610,1235521
989489610,78729443
989489610,293310504
989489610,27084810
989489610,41414056
989489610,15495271
989489610,696333
989489610,1050431
989489610,33287494
989489610,34295510
989489610,19039779
989489610,15402047
989489610,239987002
989489610,6800542
989489610,113963
989489610,14317497
989489610,1526326693
989489610,234362929
989489610,12035282
989489610,48783
989489610,19659141
989489610,1454751
989489610,722
989489610,34953531
989489610,1104711
989489610,6001592
989489610,100597569
989489610,16426740
989489610,8253682
989489610,54129186
989489610,201130645
989489610,17353496
989489610,18380428
989489610,224379103
989489610,1180100436
989489610,44916484
989489610,353206839
989489610,282165404
989489610,15580417
989489610,96829199
989489610,63484319
989489610,439838614
989489610,393537534
10224712,14836673
10224712,368279329
10224712,1561727462
10224712,2911018787
10224712,8457302
10224712,29155491
10224712,57378886
10224712,477325767
10224712,110912679
10224712,2433010706
10224712,40706825
10224712,14368342
10224712,15838388
10224712,29058287
10224712,37418699
10224712,2227275901
10224712,1397791753
10224712,9729502
10224712,15704272
10224712,19718832
10224712,401270439
10224712,65784279
10224712,201130645
10224712,14660564
10224712,5699
10224712,15705498
10224712,14722419
10224712,159822053
10224712,20571756
10224712,13418072
10224712,192316710
10224712,14515931
10224712,22386062
10224712,3041751
10224712,29464534
10224712,154915461
10224712,158704969
10224712,364444045
10224712,49786652
10224712,89259220
10224712,36050079
10224712,15888939
10224712,137712607
10224712,43593
10224712,14624309
10224712,88892707
10224712,14636418
10224712,108404633
10224712,102612201
10224712,246736641
10224712,112520697
10224712,17210045
10224712,90488576
